#instr,model,trace_type,trace_name,IPC
1M,NTH-NOL2C,clientservertraces,server_011.champsimtrace.xz,0.576375
1M,NTH-NOL2C,clientservertraces,server_012.champsimtrace.xz,0.623066
1M,NTH-NOL2C,clientservertraces,server_013.champsimtrace.xz,0.626032
1M,NTH-NOL2C,clientservertraces,server_014.champsimtrace.xz,1.30588
1M,NTH-NOL2C,clientservertraces,server_016.champsimtrace.xz,0.688333
1M,NTH-NOL2C,clientservertraces,server_017.champsimtrace.xz,0.357916
1M,NTH-NOL2C,clientservertraces,server_018.champsimtrace.xz,0.345209
1M,NTH-NOL2C,clientservertraces,server_019.champsimtrace.xz,0.365876
1M,NTH-NOL2C,clientservertraces,server_020.champsimtrace.xz,0.354989
1M,NTH-NOL2C,clientservertraces,server_021.champsimtrace.xz,0.341788
1M,NTH-NOL2C,clientservertraces,server_022.champsimtrace.xz,0.317583
1M,NTH-NOL2C,clientservertraces,server_023.champsimtrace.xz,0.717369
1M,NTH-NOL2C,clientservertraces,server_024.champsimtrace.xz,0.719033
1M,NTH-NOL2C,clientservertraces,server_025.champsimtrace.xz,0.719534
1M,NTH-NOL2C,clientservertraces,server_026.champsimtrace.xz,0.702016
1M,NTH-NOL2C,clientservertraces,server_027.champsimtrace.xz,0.705999
1M,NTH-NOL2C,clientservertraces,server_028.champsimtrace.xz,0.713367
1M,NTH-NOL2C,clientservertraces,server_029.champsimtrace.xz,0.700525
1M,NTH-NOL2C,clientservertraces,server_030.champsimtrace.xz,0.699317
1M,NTH-NOL2C,clientservertraces,server_031.champsimtrace.xz,0.688719
1M,NTH-NOL2C,clientservertraces,server_032.champsimtrace.xz,0.734601
1M,NTH-NOL2C,clientservertraces,server_033.champsimtrace.xz,0.727742
1M,NTH-NOL2C,clientservertraces,server_034.champsimtrace.xz,0.822255
1M,NTH-NOL2C,clientservertraces,server_035.champsimtrace.xz,0.736061
1M,NTH-NOL2C,clientservertraces,server_037.champsimtrace.xz,0.827175
1M,NTH-NOL2C,clientservertraces,server_038.champsimtrace.xz,0.767964
1M,NTH-NOL2C-NOLLC,clientservertraces,client_001.champsimtrace.xz,0.665958
1M,NTH-NOL2C-NOLLC,clientservertraces,client_002.champsimtrace.xz,0.510657
1M,NTH-NOL2C-NOLLC,clientservertraces,client_003.champsimtrace.xz,0.985386
1M,NTH-NOL2C-NOLLC,clientservertraces,client_004.champsimtrace.xz,0.472349
1M,NTH-NOL2C-NOLLC,clientservertraces,client_005.champsimtrace.xz,0.539569
1M,NTH-NOL2C-NOLLC,clientservertraces,client_006.champsimtrace.xz,0.530272
1M,NTH-NOL2C-NOLLC,clientservertraces,client_007.champsimtrace.xz,0.574995
1M,NTH-NOL2C-NOLLC,clientservertraces,client_008.champsimtrace.xz,0.510912
1M,NTH-NOL2C-NOLLC,clientservertraces,server_001.champsimtrace.xz,0.637484
1M,NTH-NOL2C-NOLLC,clientservertraces,server_003.champsimtrace.xz,0.261452
1M,NTH-NOL2C-NOLLC,clientservertraces,server_004.champsimtrace.xz,0.274765
1M,NTH-NOL2C-NOLLC,clientservertraces,server_009.champsimtrace.xz,0.307517
1M,NTH-NOL2C-NOLLC,clientservertraces,server_010.champsimtrace.xz,0.302691
1M,NTH-NOL2C-NOLLC,clientservertraces,server_011.champsimtrace.xz,0.346941
1M,NTH-NOL2C-NOLLC,clientservertraces,server_012.champsimtrace.xz,0.33586
1M,NTH-NOL2C-NOLLC,clientservertraces,server_013.champsimtrace.xz,0.290843
1M,NTH-NOL2C-NOLLC,clientservertraces,server_014.champsimtrace.xz,1.28787
1M,NTH-NOL2C-NOLLC,clientservertraces,server_016.champsimtrace.xz,0.36905
1M,NTH-NOL2C-NOLLC,clientservertraces,server_017.champsimtrace.xz,0.331657
1M,NTH-NOL2C-NOLLC,clientservertraces,server_018.champsimtrace.xz,0.322536
1M,NTH-NOL2C-NOLLC,clientservertraces,server_019.champsimtrace.xz,0.340016
1M,NTH-NOL2C-NOLLC,clientservertraces,server_020.champsimtrace.xz,0.33186
1M,NTH-NOL2C-NOLLC,clientservertraces,server_021.champsimtrace.xz,0.321703
1M,NTH-NOL2C-NOLLC,clientservertraces,server_022.champsimtrace.xz,0.302741
1M,NTH-NOL2C-NOLLC,clientservertraces,server_023.champsimtrace.xz,0.395055
1M,NTH-NOL2C-NOLLC,clientservertraces,server_024.champsimtrace.xz,0.393253
1M,NTH-NOL2C-NOLLC,clientservertraces,server_025.champsimtrace.xz,0.394015
1M,NTH-NOL2C-NOLLC,clientservertraces,server_026.champsimtrace.xz,0.397394
1M,NTH-NOL2C-NOLLC,clientservertraces,server_027.champsimtrace.xz,0.398204
1M,NTH-NOL2C-NOLLC,clientservertraces,server_028.champsimtrace.xz,0.498034
1M,NTH-NOL2C-NOLLC,clientservertraces,server_029.champsimtrace.xz,0.44327
1M,NTH-NOL2C-NOLLC,clientservertraces,server_030.champsimtrace.xz,0.486299
1M,NTH-NOL2C-NOLLC,clientservertraces,server_031.champsimtrace.xz,0.481753
1M,NTH-NOL2C-NOLLC,clientservertraces,server_032.champsimtrace.xz,0.510472
1M,NTH-NOL2C-NOLLC,clientservertraces,server_033.champsimtrace.xz,0.646503
1M,NTH-NOL2C-NOLLC,clientservertraces,server_034.champsimtrace.xz,0.684544
1M,NTH-NOL2C-NOLLC,clientservertraces,server_035.champsimtrace.xz,0.655218
1M,NTH-NOL2C-NOLLC,clientservertraces,server_037.champsimtrace.xz,0.748224
1M,NTH-NOL2C-NOLLC,clientservertraces,server_038.champsimtrace.xz,0.672659
1M,NTH-NOL2C-NOLLC,spec17,600.perlbench_s-570B.champsimtrace.xz,1.29423
1M,NTH-NOL2C-NOLLC,spec17,602.gcc_s-1850B.champsimtrace.xz,0.282927
1M,NTH-NOL2C-NOLLC,spec17,602.gcc_s-2226B.champsimtrace.xz,0.107422
1M,NTH-NOL2C-NOLLC,spec17,602.gcc_s-734B.champsimtrace.xz,0.483069
1M,NTH-NOL2C-NOLLC,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.748223
1M,NTH-NOL2C-NOLLC,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.739797
1M,NTH-NOL2C-NOLLC,spec17,603.bwaves_s-2931B.champsimtrace.xz,1.0145
1M,NTH-NOL2C-NOLLC,spec17,603.bwaves_s-891B.champsimtrace.xz,0.36906
1M,NTH-NOL2C-NOLLC,spec17,605.mcf_s-1152B.champsimtrace.xz,0.33236
1M,NTH-NOL2C-NOLLC,spec17,605.mcf_s-1536B.champsimtrace.xz,0.160876
1M,NTH-NOL2C-NOLLC,spec17,605.mcf_s-1554B.champsimtrace.xz,0.143084
1M,NTH-NOL2C-NOLLC,spec17,605.mcf_s-1644B.champsimtrace.xz,0.148654
1M,NTH-NOL2C-NOLLC,spec17,605.mcf_s-472B.champsimtrace.xz,0.236688
1M,NTH-NOL2C-NOLLC,spec17,605.mcf_s-484B.champsimtrace.xz,0.475368
1M,NTH-NOL2C-NOLLC,spec17,605.mcf_s-665B.champsimtrace.xz,0.367847
1M,NTH-NOL2C-NOLLC,spec17,605.mcf_s-782B.champsimtrace.xz,0.168696
1M,NTH-NOL2C-NOLLC,spec17,605.mcf_s-994B.champsimtrace.xz,0.656222
1M,NTH-NOL2C-NOLLC,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,1.37403
1M,NTH-NOL2C-NOLLC,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,1.33217
1M,NTH-NOL2C-NOLLC,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,1.34446
1M,NTH-NOL2C-NOLLC,spec17,619.lbm_s-2676B.champsimtrace.xz,0.549786
1M,NTH-NOL2C-NOLLC,spec17,619.lbm_s-2677B.champsimtrace.xz,0.450996
1M,NTH-NOL2C-NOLLC,spec17,619.lbm_s-3766B.champsimtrace.xz,0.925153
1M,NTH-NOL2C-NOLLC,spec17,619.lbm_s-4268B.champsimtrace.xz,0.433065
1M,NTH-NOL2C-NOLLC,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.322274
1M,NTH-NOL2C-NOLLC,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.355893
1M,NTH-NOL2C-NOLLC,spec17,621.wrf_s-6673B.champsimtrace.xz,0.572891
1M,NTH-NOL2C-NOLLC,spec17,621.wrf_s-8065B.champsimtrace.xz,0.245277
1M,NTH-NOL2C-NOLLC,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.232158
1M,NTH-NOL2C-NOLLC,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.448739
1M,NTH-NOL2C-NOLLC,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.367809
1M,NTH-NOL2C-NOLLC,spec17,628.pop2_s-17B.champsimtrace.xz,1.07394
1M,NTH-NOL2C-NOLLC,spec17,641.leela_s-1083B.champsimtrace.xz,0.782588
1M,NTH-NOL2C-NOLLC,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.509508
1M,NTH-NOL2C-NOLLC,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.921232
1M,NTH-NOL2C-NOLLC,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.739436
1M,NTH-NOL2C-NOLLC,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.918836
1M,NTH-NOL2C-NOLLC,spec17,654.roms_s-1007B.champsimtrace.xz,1.17672
1M,NTH-NOL2C-NOLLC,spec17,654.roms_s-1070B.champsimtrace.xz,0.689804
1M,NTH-NOL2C-NOLLC,spec17,654.roms_s-1390B.champsimtrace.xz,0.478228
1M,NTH-NOL2C-NOLLC,spec17,654.roms_s-1613B.champsimtrace.xz,1.45106
1M,NTH-NOL2C-NOLLC,spec17,654.roms_s-293B.champsimtrace.xz,1.61428
1M,NTH-NOL2C-NOLLC,spec17,654.roms_s-294B.champsimtrace.xz,0.865373
1M,NTH-NOL2C-NOLLC,spec17,654.roms_s-523B.champsimtrace.xz,0.597658
1M,NTH-NOL2C-NOLLC,spec17,657.xz_s-2302B.champsimtrace.xz,0.689201
1M,NTH-NOL2C,spec17,600.perlbench_s-570B.champsimtrace.xz,1.31128
1M,NTH-NOL2C,spec17,602.gcc_s-1850B.champsimtrace.xz,0.282927
1M,NTH-NOL2C,spec17,602.gcc_s-2226B.champsimtrace.xz,0.107422
1M,NTH-NOL2C,spec17,602.gcc_s-734B.champsimtrace.xz,0.483069
1M,NTH-NOL2C,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.748223
1M,NTH-NOL2C,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.739797
1M,NTH-NOL2C,spec17,603.bwaves_s-2931B.champsimtrace.xz,1.0145
1M,NTH-NOL2C,spec17,603.bwaves_s-891B.champsimtrace.xz,0.36906
1M,NTH-NOL2C,spec17,605.mcf_s-1152B.champsimtrace.xz,0.33236
1M,NTH-NOL2C,spec17,605.mcf_s-1536B.champsimtrace.xz,0.160876
1M,NTH-NOL2C,spec17,605.mcf_s-1554B.champsimtrace.xz,0.143084
1M,NTH-NOL2C,spec17,605.mcf_s-1644B.champsimtrace.xz,0.148654
1M,NTH-NOL2C,spec17,605.mcf_s-472B.champsimtrace.xz,0.236688
1M,NTH-NOL2C,spec17,605.mcf_s-484B.champsimtrace.xz,0.475368
1M,NTH-NOL2C,spec17,605.mcf_s-665B.champsimtrace.xz,0.367847
1M,NTH-NOL2C,spec17,605.mcf_s-782B.champsimtrace.xz,0.168696
1M,NTH-NOL2C,spec17,605.mcf_s-994B.champsimtrace.xz,0.656222
1M,NTH-NOL2C,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,1.37778
1M,NTH-NOL2C,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,1.33854
1M,NTH-NOL2C,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,1.35189
1M,NTH-NOL2C,spec17,619.lbm_s-2676B.champsimtrace.xz,0.549786
1M,NTH-NOL2C,spec17,619.lbm_s-2677B.champsimtrace.xz,0.450996
1M,NTH-NOL2C,spec17,619.lbm_s-3766B.champsimtrace.xz,0.925153
1M,NTH-NOL2C,spec17,619.lbm_s-4268B.champsimtrace.xz,0.433065
1M,NTH-NOL2C,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.324026
1M,NTH-NOL2C,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.358042
1M,NTH-NOL2C,spec17,621.wrf_s-6673B.champsimtrace.xz,0.572891
1M,NTH-NOL2C,spec17,621.wrf_s-8065B.champsimtrace.xz,0.245291
1M,NTH-NOL2C,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.234625
1M,NTH-NOL2C,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.448739
1M,NTH-NOL2C,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.367809
1M,NTH-NOL2C,spec17,628.pop2_s-17B.champsimtrace.xz,1.16264
1M,NTH-NOL2C,spec17,641.leela_s-1083B.champsimtrace.xz,0.786226
1M,NTH-NOL2C,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.509508
1M,NTH-NOL2C,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.921232
1M,NTH-NOL2C,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.739436
1M,NTH-NOL2C,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.918836
1M,NTH-NOL2C,spec17,654.roms_s-1007B.champsimtrace.xz,1.17672
1M,NTH-NOL2C,spec17,654.roms_s-1070B.champsimtrace.xz,0.689804
1M,NTH-NOL2C,spec17,654.roms_s-1390B.champsimtrace.xz,0.478228
1M,NTH-NOL2C,spec17,654.roms_s-1613B.champsimtrace.xz,1.45106
1M,NTH-NOL2C,spec17,654.roms_s-293B.champsimtrace.xz,1.61428
1M,NTH-NOL2C,spec17,654.roms_s-294B.champsimtrace.xz,0.865373
1M,NTH-NOL2C,spec17,654.roms_s-523B.champsimtrace.xz,0.597658
1M,NTH-NOL2C,spec17,657.xz_s-2302B.champsimtrace.xz,0.689201
1M,NTH-NOLLC,clientservertraces,client_001.champsimtrace.xz,0.993966
1M,NTH-NOLLC,clientservertraces,client_002.champsimtrace.xz,0.710894
1M,NTH-NOLLC,clientservertraces,client_003.champsimtrace.xz,1.3328
1M,NTH-NOLLC,clientservertraces,client_004.champsimtrace.xz,0.656077
1M,NTH-NOLLC,clientservertraces,client_005.champsimtrace.xz,0.68379
1M,NTH-NOLLC,clientservertraces,client_006.champsimtrace.xz,0.586719
1M,NTH-NOLLC,clientservertraces,client_007.champsimtrace.xz,0.80223
1M,NTH-NOLLC,clientservertraces,client_008.champsimtrace.xz,0.749108
1M,NTH-NOLLC,clientservertraces,server_001.champsimtrace.xz,0.797768
1M,NTH-NOLLC,clientservertraces,server_003.champsimtrace.xz,0.321013
1M,NTH-NOLLC,clientservertraces,server_004.champsimtrace.xz,0.33637
1M,NTH-NOLLC,clientservertraces,server_009.champsimtrace.xz,0.39061
1M,NTH-NOLLC,clientservertraces,server_010.champsimtrace.xz,0.385556
1M,NTH-NOLLC,clientservertraces,server_011.champsimtrace.xz,0.438754
1M,NTH-NOLLC,clientservertraces,server_012.champsimtrace.xz,0.423757
1M,NTH-NOLLC,clientservertraces,server_013.champsimtrace.xz,0.349481
1M,NTH-NOLLC,clientservertraces,server_014.champsimtrace.xz,1.31539
1M,NTH-NOLLC,clientservertraces,server_016.champsimtrace.xz,0.590032
1M,NTH-NOLLC,clientservertraces,server_017.champsimtrace.xz,0.343634
1M,NTH-NOLLC,clientservertraces,server_018.champsimtrace.xz,0.342741
1M,NTH-NOLLC,clientservertraces,server_019.champsimtrace.xz,0.357632
1M,NTH-NOLLC,clientservertraces,server_020.champsimtrace.xz,0.347242
1M,NTH-NOLLC,clientservertraces,server_021.champsimtrace.xz,0.33723
1M,NTH-NOLLC,clientservertraces,server_022.champsimtrace.xz,0.305843
1M,NTH-NOLLC,clientservertraces,server_023.champsimtrace.xz,0.607477
1M,NTH-NOLLC,clientservertraces,server_024.champsimtrace.xz,0.616495
1M,NTH-NOLLC,clientservertraces,server_025.champsimtrace.xz,0.628687
1M,NTH-NOLLC,clientservertraces,server_026.champsimtrace.xz,0.598728
1M,NTH-NOLLC,clientservertraces,server_027.champsimtrace.xz,0.611824
1M,NTH-NOLLC,clientservertraces,server_028.champsimtrace.xz,0.671205
1M,NTH-NOLLC,clientservertraces,server_029.champsimtrace.xz,0.621534
1M,NTH-NOLLC,clientservertraces,server_030.champsimtrace.xz,0.664574
1M,NTH-NOLLC,clientservertraces,server_031.champsimtrace.xz,0.64753
1M,NTH-NOLLC,clientservertraces,server_032.champsimtrace.xz,0.721636
1M,NTH-NOLLC,clientservertraces,server_033.champsimtrace.xz,0.739435
1M,NTH-NOLLC,clientservertraces,server_034.champsimtrace.xz,0.8403
1M,NTH-NOLLC,clientservertraces,server_035.champsimtrace.xz,0.741706
1M,NTH-NOLLC,clientservertraces,server_037.champsimtrace.xz,0.830151
1M,NTH-NOLLC,clientservertraces,server_038.champsimtrace.xz,0.779368
1M,NTH-NOLLC,spec17,600.perlbench_s-570B.champsimtrace.xz,1.31334
1M,NTH-NOLLC,spec17,602.gcc_s-1850B.champsimtrace.xz,0.282927
1M,NTH-NOLLC,spec17,602.gcc_s-2226B.champsimtrace.xz,0.107422
1M,NTH-NOLLC,spec17,602.gcc_s-734B.champsimtrace.xz,0.483069
1M,NTH-NOLLC,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.748223
1M,NTH-NOLLC,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.739797
1M,NTH-NOLLC,spec17,603.bwaves_s-2931B.champsimtrace.xz,1.0145
1M,NTH-NOLLC,spec17,603.bwaves_s-891B.champsimtrace.xz,0.36906
1M,NTH-NOLLC,spec17,605.mcf_s-1152B.champsimtrace.xz,0.33236
1M,NTH-NOLLC,spec17,605.mcf_s-1536B.champsimtrace.xz,0.160876
1M,NTH-NOLLC,spec17,605.mcf_s-1554B.champsimtrace.xz,0.143084
1M,NTH-NOLLC,spec17,605.mcf_s-1644B.champsimtrace.xz,0.148654
1M,NTH-NOLLC,spec17,605.mcf_s-472B.champsimtrace.xz,0.236685
1M,NTH-NOLLC,spec17,605.mcf_s-484B.champsimtrace.xz,0.475368
1M,NTH-NOLLC,spec17,605.mcf_s-665B.champsimtrace.xz,0.367847
1M,NTH-NOLLC,spec17,605.mcf_s-782B.champsimtrace.xz,0.168696
1M,NTH-NOLLC,spec17,605.mcf_s-994B.champsimtrace.xz,0.656222
1M,NTH-NOLLC,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,1.38018
1M,NTH-NOLLC,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,1.33041
1M,NTH-NOLLC,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,1.3498
1M,NTH-NOLLC,spec17,619.lbm_s-2676B.champsimtrace.xz,0.549786
1M,NTH-NOLLC,spec17,619.lbm_s-2677B.champsimtrace.xz,0.450996
1M,NTH-NOLLC,spec17,619.lbm_s-3766B.champsimtrace.xz,0.925153
1M,NTH-NOLLC,spec17,619.lbm_s-4268B.champsimtrace.xz,0.433065
1M,NTH-NOLLC,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.323443
1M,NTH-NOLLC,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.357099
1M,NTH-NOLLC,spec17,621.wrf_s-6673B.champsimtrace.xz,0.572891
1M,NTH-NOLLC,spec17,621.wrf_s-8065B.champsimtrace.xz,0.245549
1M,NTH-NOLLC,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.234617
1M,NTH-NOLLC,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.448739
1M,NTH-NOLLC,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.367809
1M,NTH-NOLLC,spec17,628.pop2_s-17B.champsimtrace.xz,1.10035
1M,NTH-NOLLC,spec17,641.leela_s-1083B.champsimtrace.xz,0.786911
1M,NTH-NOLLC,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.509508
1M,NTH-NOLLC,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.921232
1M,NTH-NOLLC,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.739436
1M,NTH-NOLLC,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.918836
1M,NTH-NOLLC,spec17,654.roms_s-1007B.champsimtrace.xz,1.17672
1M,NTH-NOLLC,spec17,654.roms_s-1070B.champsimtrace.xz,0.689804
1M,NTH-NOLLC,spec17,654.roms_s-1390B.champsimtrace.xz,0.478228
1M,NTH-NOLLC,spec17,654.roms_s-1613B.champsimtrace.xz,1.45106
1M,NTH-NOLLC,spec17,654.roms_s-293B.champsimtrace.xz,1.61428
1M,NTH-NOLLC,spec17,654.roms_s-294B.champsimtrace.xz,0.865373
1M,NTH-NOLLC,spec17,654.roms_s-523B.champsimtrace.xz,0.597658
1M,NTH-NOLLC,spec17,657.xz_s-2302B.champsimtrace.xz,0.689201
